AGS;GEMEINDE;STT;STADTTEIL;STADTVIERTEL;Stand_Einwohner;EINW_HW_GESAMT;EINW_HW_FRAUEN;EINW_HW_DEUTSCH;EINW_HW_NICHTDEUTSCH;EINW_HW_unter18;EINW_HW_18_bis_unter_30;EINW_HW_30_bis_unter_40;EINW_HW_40_bis_unter_50;EINW_HW_50_bis_unter_60;EINW_HW_60_und_aelter;Haushalte
8335043;Konstanz;"""070""";Fuerstenberg;"""0704""";31.12.2010;2565;1311;2.049;516;322;620;324;342;329;628;1470
8335043;Konstanz;"""070""";Fuerstenberg;"""070""";31.12.2010;11611;6041;10035;1576;1598;2696;1277;1698;1390;2952;6409
8335043;Konstanz;"""080""";Wollmatingen;"""0801""";31.12.2010;2544;1325;2.125;419;517;451;305;420;323;528;1221
8335043;Konstanz;"""080""";Wollmatingen;"""0802""";31.12.2010;1818;920;1.645;173;425;261;232;368;191;341;834
8335043;Konstanz;"""080""";Wollmatingen;"""0803""";31.12.2010;1775;918;1.645;130;331;296;221;353;176;398;892
8335043;Konstanz;"""080""";Wollmatingen;"""080""";31.12.2010;6137;3163;5415;722;1273;1008;758;1141;690;1267;2947
8335043;Konstanz;"""090""";Industriegebiet;"""0901""";31.12.2010;744;360;560;184;130;157;95;150;90;122;385
8335043;Konstanz;"""090""";Industriegebiet;"""0902""";31.12.2010;129;55;98;NA;15;29;22;30;18;15;78
8335043;Konstanz;"""090""";Industriegebiet;"""0903""";31.12.2010;35;12;32;NA;0;4;4;5;10;12;27
8335043;Konstanz;"""090""";Industriegebiet;"""090""";31.12.2010;908;427;690;218;145;190;121;185;118;149;490
8335043;Konstanz;"""100""";Egg;"""1001""";31.12.2010;646;311;625;21;131;125;69;118;95;108;293
8335043;Konstanz;"""100""";Egg;"""100""";31.12.2010;646;311;625;21;131;125;69;118;95;108;293
8335043;Konstanz;"""110""";Litzelstetten;"""1101""";31.12.2010;1736;908;1.636;100;268;259;173;296;198;NA;882
8335043;Konstanz;"""110""";Litzelstetten;"""1102""";31.12.2010;2083;1111;1.960;123;302;338;186;361;282;614;1107
8335043;Konstanz;"""110""";Litzelstetten;"""1103""";31.12.2010;35;13;14;21;4;10;5;9;5;NA;25
8335043;Konstanz;"""110""";Litzelstetten;"""110""";31.12.2010;3854;2032;3610;244;574;607;364;666;485;1158;2014
8335043;Konstanz;"""120""";Dingelsdorf;"""1201""";31.12.2010;1766;913;1.684;82;291;291;164;315;274;431;847
8335043;Konstanz;"""120""";Dingelsdorf;"""1202""";31.12.2010;316;156;303;13;50;45;29;50;57;85;146
8335043;Konstanz;"""120""";Dingelsdorf;"""120""";31.12.2010;2082;1069;1987;95;341;336;193;365;331;516;993
8335043;Konstanz;"""130""";Dettingen;"""1301""";31.12.2010;1264;651;1.199;65;200;176;107;182;181;418;608
8335043;Konstanz;"""130""";Dettingen;"""1302""";31.12.2010;1805;948;1.720;85;309;269;178;297;276;476;850
8335043;Konstanz;"""130""";Dettingen;"""130""";31.12.2010;3069;1599;2919;150;509;445;285;479;457;894;1458
8335043;Konstanz;"""140""";Wallhausen;"""1401""";31.12.2010;1116;600;1.010;106;167;181;129;183;146;310;613
8335043;Konstanz;"""140""";Wallhausen;"""140""";31.12.2010;1116;600;1010;106;167;181;129;183;146;310;613
8335043;Konstanz;.;Stadt Konstanz;.;31.12.2010;79390;41573;69721;9669;11558;18220;9250;12156;9120;19086;43963
